"","faa","lat","lon"
"983","NUI",70.21,-151.005556
"984","NUL",64.729444,-158.074167
"985","NUP",60.905833,-162.439167
"986","NUQ",37.416142,-122.049139
"987","NUW",48.351803,-122.655906
"988","NXP",34.296161,-116.162203
"989","NXX",40.199833,-75.148167
"990","NY9",43.9750617,-74.42044
"991","NYC",40.714167,-74.005833
"992","NYG",38.501683,-77.305333
"993","NZC",30.2187,-81.8767
"994","NZJ",33.676132,-117.731164
"995","NZY",32.699219,-117.21531
"996","O03",40.1570414,-75.8704892
"997","O27",37.7563333,-120.8001944
"998","OAJ",34.829164,-77.612139
"999","OAK",37.721278,-122.220722
"1000","OAR",36.681878,-121.762347
"1001","OBE",27.265833,-80.851111
"1002","OBU",66.912222,-156.897222
"1003","OCA",25.325393,-80.274775
"1004","OCF",29.1725,-82.224167
"1005","OEB",41.9335691,-85.0522935
"1006","OFF",41.118332,-95.912511
"1007","OGG",20.89865,-156.430458
"1008","OGS",44.681854,-75.4655
"1009","OJC",38.5051,-94.4415
"1010","OKC",35.393089,-97.600733
"1011","OLF",48.094444,-105.575
"1012","OLH",57.218056,-153.269722
"1013","OLM",46.9694044,-122.9025447
"1014","OLS",31.417722,-110.84789
"1015","OLT",32.7552,-117.1995
"1016","OLV",34.876944,-89.783333
"1017","OMA",41.303167,-95.894069
"1018","OME",64.512203,-165.445247
"1019","OMN",29.1804,-81.06497
"1020","ONH",42.524722,-75.064444
"1021","ONP",44.580361,-124.057917
"1022","ONT",34.056,-117.601194
"1023","OOK",60.541389,-165.087222
"1024","OPF",25.907,-80.278389
"1025","OQN",39.5924,-75.3455
"1026","OQU",41.5971389,-71.4121389
"1027","ORD",41.978603,-87.904842
"1028","ORF",36.894611,-76.201222
"1029","ORH",42.2673,-71.8757
"1030","ORI",57.885278,-152.846111
"1031","ORL",28.545464,-81.332936
"1032","ORT",62.961334,-141.929136
"1033","ORV",66.8175,-161.022222
"1034","OSC",44.451558,-83.394053
"1035","OSH",44.024983,-88.551336
"1036","OSU",40.0798,-83.073
"1037","OTH",43.4171,-124.246
"1038","OTS",48.498889,-122.6625
"1039","OTZ",66.884678,-162.59855
"1040","OWB",37.7401,-87.1668
"1041","OWD",42.1905278,-71.1729444
"1042","OXC",41.4785556,-73.13525
"1043","OXD",39.5022607,-84.7843814
"1044","OXR",34.200833,-119.207222
"1045","OZA",30.735281,-101.202972
"1046","P08",32.9359016418457,-111.427001953125
"1047","P52",34.7299995422363,-112.035003662109
"1048","PAE",47.906342,-122.281564
"1049","PAH",37.0602875,-88.7729583
"1050","PAM",30.069567,-85.575417
"1051","PAO",37.4611111,-122.1150556
"1052","PAQ",61.594914,-149.088711
"1053","PBF",34.173142,-91.935597
"1054","PBG",44.650944,-73.468139
"1055","PBI",26.683161,-80.095589
"1056","PBV",56.578344,-169.661611
"1057","PBX",37.5617639,-82.5663889
"1058","PCW",41.5162703,-82.8694868
"1059","PCZ",44.33325,-89.0197778
"1060","PDB",59.782222,-154.1325
"1061","PDK",33.8756111,-84.3019722
"1062","PDT",45.695,-118.841389
"1063","PDX",45.588722,-122.5975
"1064","PEC",57.955278,-136.236389
"1065","PEQ",31.3823889,-103.5107222
"1066","PFN",30.212083,-85.682806
"1067","PGA",36.9261,-111.4483
"1068","PGD",26.919722,-81.990556
"1069","PGV",35.635278,-77.385278
"1070","PHD",40.4701667,-81.4199444
"1071","PHF",37.131894,-76.492989
"1072","PHK",26.789,-80.692
"1073","PHL",39.871944,-75.241139
"1074","PHN",42.910957,-82.528862
"1075","PHO",68.3488,-166.799
"1076","PHX",33.434278,-112.011583
"1077","PIA",40.664203,-89.693258
"1078","PIB",31.4671,-89.3371
"1079","PIE",27.910167,-82.687389
"1080","PIH",42.9098,-112.596
"1081","PIM",32.8406944,-84.8824444
"1082","PIP",57.585393,-157.571944
"1083","PIR",44.3827,-100.286
"1084","PIT",40.491467,-80.232872
"1085","PIZ",69.732875,-163.005342
"1086","PKB",39.3451039,-81.4392031
"1087","PLN",45.5709,-84.7967
"1088","PMB",48.942501,-97.240833
"1089","PMD",34.629391,-118.08456
"1090","PML",56.006111,-160.560833
"1091","PMP",26.2471389,-80.1110556
"1092","PNC",36.731958,-97.099781
"1093","PNE",40.081944,-75.010586
"1094","PNM",45.559868,-93.608217
"1095","PNS",30.473425,-87.186611
"1096","POB",35.170883,-79.014472
"1097","POC",34.0916667,-117.7817778
"1098","POE",31.044833,-93.191667
"1099","POF",36.77394444,-90.3248611
"1100","PPC",66.814167,-150.643611
"1101","PPV",56.328889,-133.61
"1102","PQI",46.688958,-68.044797
"1103","PQS",61.934444,-162.899444
"1104","PRC",34.654472,-112.419583
"1105","PRL",60.2083333,-147.8194444
"1106","PSC",46.2647,-119.119
"1107","PSG",56.801667,-132.945278
"1108","PSM",43.0779,-70.8233
"1109","PSP",33.829667,-116.506694
"1110","PSX",28.727508,-96.250958
"1111","PTA",60.208281,-154.306586
"1112","PTB",37.18375,-77.507388
"1113","PTH",56.9591,-158.633
"1114","PTK",42.667,-83.35
"1115","PTU",59.011356,-161.819664
"1116","PUB",38.289085,-104.496572
"1117","PUC",39.609722,-110.75278
"1118","PUW",46.743861,-117.109583
"1119","PVC",42.071945,-70.22139
"1120","PVD",41.732581,-71.420383
"1121","PVU",40.21805555,-111.72222222
"1122","PWK",42.1142897,-87.9015376
"1123","PWM",43.646161,-70.309281
"1124","PWT",47.490244,-122.764814
"1125","PYM",41.9090278,-70.7287778
"1126","PYP",34.0899167,-85.6100833
"1127","R49",48.7182058,-118.6564714
"1128","RAC",42.7605,-87.8152
"1129","RAL",33.951875,-117.445103
"1130","RAP",44.045278,-103.057222
"1131","RBD",32.680833,-96.868333
"1132","RBK",33.5741791,-117.1284732
"1133","RBM",34.850089,-92.300153
"1134","RBN",24.61667,-82.86667
"1135","RBY",64.7272,-155.47
"1136","RCA",44.145042,-103.103567
"1137","RCE",48.608056,-123.159722
"1138","RCZ",34.8913056,-79.7596111
"1139","RDD",40.509,-122.293389
"1140","RDG",40.3785,-75.9652
"1141","RDM",44.254066,-121.149964
"1142","RDR",47.961098,-97.401194
"1143","RDU",35.877639,-78.787472
"1144","RDV",61.788056,-157.350278
"1145","REI",34.08525,-117.146388
"1146","RFD",42.1953611,-89.0972222
"1147","RHI",45.6312,-89.4675
"1148","RIC",37.505167,-77.319667
"1149","RID",39.7561006,-84.8427175
"1150","RIF",38.7364361,-112.0989444
"1151","RIL",39.5263056,-107.7269444
"1152","RIR",33.988778,-117.409971
"1153","RIU",38.486778,-121.102778
"1154","RIV",33.880711,-117.259453
"1155","RIW",43.064167,-108.459722
"1156","RKD",44.0601111,-69.0992303
"1157","RKH",34.9878,-81.0572
"1158","RKP",28.0862222,-97.0436944
"1159","RKS",41.5942,-109.065
"1160","RME",43.2338,-75.407033
"1161","RMG",34.3507778,-85.1586667
"1162","RMP",65.507778,-150.140833
"1163","RMY",42.2511932,-84.9554443
"1164","RND",29.529675,-98.2789
"1165","RNM",33.0391667,-116.91525
"1166","RNO",39.499108,-119.768108
"1167","RNT",47.4931389,-122.21575
"1168","ROA",37.325472,-79.975417
"1169","ROC",43.118866,-77.672389
"1170","ROW",33.301556,-104.530556
"1171","RSH",61.775,-161.319444
"1172","RSJ",48.645556,-122.868056
"1173","RST",43.908283,-92.500014
"1174","RSW",26.536167,-81.755167
"1175","RUT",43.5294,-72.9496
"1176","RVS",36.0396111,-95.9846389
"1177","RWI",35.8563,-77.8919
"1178","RWL",41.8055975,-107.19994
"1179","RYY",34.0131569,-84.5970556
"1180","S30",44.3179,-122.5577
"1181","S40",46.128,-119.4773
"1182","S46",28.429977,-96.442859
"1183","SAA",41.4448594,-106.8235264
"1184","SAC",38.512524,-121.49347
"1185","SAD",32.8533333,-109.6350833
"1186","SAF",35.617108,-106.089422
"1187","SAN",32.733556,-117.189667
"1188","SAT",29.533694,-98.469778
"1189","SAV",32.127583,-81.202139
"1190","SBA",34.426211,-119.840372
"1191","SBD",34.0953521,-117.2348722
"1192","SBM",43.7696,-87.851402
"1193","SBN",41.708661,-86.31725
"1194","SBO",32.609139,-82.369944
"1195","SBP",35.2368,-120.642
"1196","SBS",40.51625,-106.8663056
"1197","SBY",38.340525,-75.510289
"1198","SCC",70.19475,-148.465167
"1199","SCE",40.849278,-77.848694
"1200","SCH",42.85245555,-73.928866666
"1201","SCK",37.894167,-121.238306
"1202","SCM",61.845278,-165.571389
"1203","SDC",43.2347904,-77.119444
"1204","SDF",38.1740858,-85.7364989
"1205","SDM",32.5722722,-116.9801611
"1206","SDP",55.315,-160.523
"1207","SDX",34.848628,-111.788472
"1208","SDY",47.706944,-104.1925
"1209","SEA",47.449,-122.309306
"1210","SEE",32.8262222,-116.9724444
"1211","SEF",27.456389,-81.342222
"1212","SEM",32.343947,-86.987803
"1213","SES",32.4404,-86.9522
"1214","SFB",28.777639,-81.237489
"1215","SFF",47.682819,-117.322558
"1216","SFM",43.39383,-70.708
"1217","SFO",37.618972,-122.374889
"1218","SFZ",41.920764,-71.491381
"1219","SGF",37.245667,-93.388639
"1220","SGH",39.8402778,-83.8401667
"1221","SGJ",29.95925,-81.3397222
"1222","SGR",29.62225,-95.6565278
"1223","SGU",37.090583,-113.593056
"1224","SGY",59.4601,-135.316
"1225","SHD",38.263889,-78.896389
"1226","SHG",66.888056,-157.1625
"1227","SHH",66.2496,-166.089
"1228","SHR",44.7692,-106.98
"1229","SHV",32.446629,-93.8256
"1230","SHX",62.692222,-159.569167
"1231","SIK",36.8988889,-89.56175
"1232","SIT",57.047138,-135.361611
"1233","SJC",37.3626,-121.929022
"1234","SJT",31.35775,-100.496306
"1235","SKA",47.615058,-117.655772
"1236","SKF",29.384228,-98.581108
"1237","SKK",64.371111,-161.223889
"1238","SKY",41.433361,-82.652333
"1239","SLC",40.788389,-111.977772
"1240","SLE",44.9095,-123.003
"1241","SLK",44.3853,-74.2062
"1242","SLN",38.791,-97.6522
"1243","SLQ",61.700566,-157.165833
"1244","SMD",41.143353,-85.152778
"1245","SME",37.053611,-84.615556
"1246","SMF",38.695417,-121.590778
"1247","SMK",63.49,-162.110278
"1248","SMN",45.123889,-113.881389
"1249","SMO",34.0158333,-118.4513056
"1250","SMX",34.8989,-120.457
"1251","SNA",33.675667,-117.868222
"1252","SNP",57.167333,-170.220444
"1253","SNY",41.10167,-102.985
"1254","SOP",35.2376111,-79.3887958
"1255","SOW",34.265556,-110.005556
"1256","SPB",45.771028,-122.861833
"1257","SPF",44.4811407,-103.7860053
"1258","SPG",27.765111,-82.626972
"1259","SPI",39.8441,-89.677889
"1260","SPS",33.988797,-98.491894
"1261","SPW",43.165527,-95.202805
"1262","SPZ",39.4030278,-119.2511944
"1263","SQL",37.511944,-122.249444
"1264","SRQ",27.395444,-82.554389
"1265","SRR",33.46285,-105.534751
"1266","SRV",61.7875,-156.591111
"1267","SSC",33.972719,-80.470564
"1268","SSI",31.1519722,-81.3910556
"1269","STC",45.546556,-94.059889
"1270","STE",44.5451356,-89.5302844
"1271","STG",56.577222,-169.663611
"1272","STJ",39.771944,-94.909706
"1273","STK",40.6153136,-103.2648454
"1274","STL",38.748697,-90.370028
"1275","STS",38.508978,-122.81288
"1276","SUA",27.1816996,-80.221294
"1277","SUE",44.8436667,-87.4215556
"1278","SUN",43.504444,-114.296194
"1279","SUS",38.662119,-90.652044
"1280","SUU",38.262692,-121.927464
"1281","SUX",42.402603,-96.384367
"1282","SVA",63.6864,-170.493
"1283","SVC",32.6365,-108.156
"1284","SVH",35.7649958,-80.9538958
"1285","SVN",32.01,-81.145683
"1286","SVW",61.097369,-155.574228
"1287","SWD",60.1269383,-149.4188122
"1288","SWF",41.504094,-74.104839
"1289","SXP",62.520556,-164.847778
"1290","SXQ",60.4749583,-151.0382389
"1291","SYA",52.712275,174.11362
"1292","SYB",58.166667,-152.5
"1293","SYR",43.111187,-76.106311
"1294","SZL",38.730306,-93.547864
"1295","TAL",65.179556,-152.075833
"1296","TAN",41.8744017,-71.0166453
"1297","TBN",37.741631,-92.140736
"1298","TCC",35.182777,-103.603186
"1299","TCL",33.220627,-87.611403
"1300","TCM",47.137678,-122.476475
"1301","TCS",33.236944,-107.27175
"1302","TCT",62.971944,-156.082778
"1303","TEB",40.850103,-74.060837
"1304","TEK",60.8725,-146.691111
"1305","TEX",37.953759,-107.90848
"1306","TIK",35.414739,-97.386633
"1307","TIW",47.267944,-122.57811
"1308","TIX",28.5148,-80.7992278
"1309","TKA",62.3205,-150.093694
"1310","TKE",57.779722,-135.218333
"1311","TKF",39.3200422,-120.1395628
"1312","TKI",33.1779444,-96.5905278
"1313","TLA",65.240278,-166.339444
"1314","TLH",30.396528,-84.350333
"1315","TLJ",62.894369,-155.976525
"1316","TLT",61.096944,-160.969444
"1317","TMA",31.4289814,-83.488545
"1318","TMB",25.647889,-80.432777
"1319","TNC",65.563056,-167.921667
"1320","TNK",60.575556,-165.271667
"1321","TNT",25.861806,-80.897
"1322","TNX",37.798836,-116.78075
"1323","TOA",33.803392,-118.339611
"1324","TOC",34.5928117,-83.2963717
"1325","TOG",59.0528,-160.397
"1326","TOL",41.586806,-83.807833
"1327","TOP",39.068657,-95.622482
"1328","TPA",27.975472,-82.53325
"1329","TPL",31.1525,-97.407778
"1330","TRI",36.4752222,-82.4074167
"1331","TRM",33.626666,-116.1596667
"1332","TSS",40.7425,-73.971944
"1333","TTD",45.54937,-122.401253
"1334","TTN",40.276692,-74.813469
"1335","TUL",36.198389,-95.888111
"1336","TUP",34.2681,-88.7699
"1337","TUS",32.116083,-110.941028
"1338","TVC",44.741445,-85.582235
"1339","TVF",48.065556,-96.185
"1340","TVI",30.9017921,-83.8811285
"1341","TVL",38.893889,-119.995278
"1342","TWA",59.074444,-160.275
"1343","TWD",48.0314,-122.4838
"1344","TWF",42.481803,-114.487733
"1345","TXK",33.453722,-93.991028
"1346","TYE",61.076667,-151.138056
"1347","TYR",32.354139,-95.402386
"1348","TYS",35.810972,-83.994028
"1349","TZR",39.901111,-83.136944
"1350","U76",43.1316111,-115.7305671
"1351","UCA",43.104167,-75.223333
"1352","UDD",33.7484375,-116.2748133
"1353","UDG",34.4493845,-79.8900608
"1354","UES",43.0410278,-88.2370556
"1355","UGN",42.422161,-87.867908
"1356","UIN",39.9427,-91.1946
"1357","UMP",39.935278,-86.045
"1358","UNK",63.888333,-160.798889
"1359","UPP",20.265256,-155.859989
"1360","UST",29.959167,-81.339722
"1361","UT3",37.8916547,-110.3840289
"1362","UTM",34.681,-90.3467
"1363","UTO",65.992794,-153.704289
"1364","UUK",70.330833,-149.5975
"1365","UUU",41.533056,-71.282222
"1366","UVA",29.215429,-99.748962
"1367","VAD",30.967833,-83.193
"1368","VAK",61.5338,-165.584
"1369","VAY",39.9428889,-74.84575
"1370","VBG",34.737333,-120.584306
"1371","VCT",28.8526,-96.9185
"1372","VCV",34.597453,-117.382997
"1373","VDF",28.0139772,-82.3452778
"1374","VDZ",61.133949,-146.248342
"1375","VEE",67.008611,-146.366389
"1376","VEL",40.440833,-109.51
"1377","VGT",36.2106944,-115.1944444
"1378","VIS",36.318611,-119.392778
"1379","VLD",30.7825,-83.2767
"1380","VNW",40.8638295,-84.606358
"1381","VNY",34.209811,-118.489972
"1382","VOK",43.938956,-90.253433
"1383","VPC",34.1231475,-84.8487067
"1384","VPS",30.48325,-86.5254
"1385","VRB",27.655556,-80.417944
"1386","VSF",43.343333,-72.517222
"1387","VYS",41.351944,-89.153056
"1388","W04",46.5995,-124.0854
"1389","W13",38.076944,-78.944167
"1390","WAA",65.6225,-168.095
"1391","WAL",37.940194,-75.466389
"1392","WAS",38.889444,-77.035278
"1393","WBB",63.515833,-162.278056
"1394","WBQ",66.362222,-147.406667
"1395","WBU",40.039444,-105.225833
"1396","WBW",41.2973074,-75.8522405
"1397","WDR",33.9828611,-83.6674167
"1398","WFB",55.344444,-131.663333
"1399","WFK",47.285556,-68.312778
"1400","WHD",55.903333,-130.006667
"1401","WHP",34.2593253,-118.4134331
"1402","WIH",45.6576,-120.9664
"1403","WKK",59.2826,-158.618
"1404","WKL",19.9136,-155.864
"1405","WLK",66.6,-159.985833
"1406","WMO",64.689167,-163.412778
"1407","WRB",32.640144,-83.59185
"1408","WRG",56.4843,-132.37
"1409","WRI",40.015556,-74.591667
"1410","WRL",43.9657,-107.951
"1411","WSD",32.341484,-106.40277
"1412","WSJ",57.730278,-153.320556
"1413","WSN",58.702222,-157.0025
"1414","WST",41.349722,-71.803333
"1415","WSX",48.617778,-122.952778
"1416","WTK",67.5661,-162.975
"1417","WTL",60.335278,-162.666944
"1418","WWD",39.008507,-74.908275
"1419","WWP",56.116389,-133.121667
"1420","WWT",60.939167,-164.641111
"1421","WYS",44.688333,-111.1175
"1422","X01",25.8488611,-81.3902778
"1423","X04",28.707222,-81.581667
"1424","X07",27.8938056,-81.6203889
"1425","X21",28.622552,-80.83541
"1426","X26",27.81325,-80.4955833
"1427","X39",28.221278,-82.374555
"1428","X49",27.9333581,-82.0439739
"1429","X59",27.9608611,-80.5583333
"1430","XFL",29.2821,-81.1212
"1431","XNA",36.2818694,-94.3068111
"1432","XZK",42.375,-72.511389
"1433","Y51",43.5793603,-90.8964742
"1434","Y72",43.9762222,-90.4806111
"1435","YAK",59.3012,-139.3937
"1436","YIP",42.237928,-83.530408
"1437","YKM",46.5682,-120.544
"1438","YKN",42.8711,-97.3969
"1439","YNG",41.260736,-80.679097
"1440","YUM",32.656578,-114.60598
"1441","Z84",64.301203,-149.120144
"1442","ZBP",39.307222,-76.615556
"1443","ZFV",39.9557,-75.182
"1444","ZPH",28.228056,-82.155833
"1445","ZRA",39.3665,-74.442
"1446","ZRD",37.5343,-77.42945
"1447","ZRP",40.734722,-74.164167
"1448","ZRT",41.76888,-72.6815
"1449","ZRZ",38.948,-76.8719
"1450","ZSF",42.106,-72.593054
"1451","ZSY",33.6228889,-111.9105278
"1452","ZTF",41.046937,-73.541493
"1453","ZTY",42.3478,-71.075
"1454","ZUN",35.083228,-108.791778
"1455","ZVE",41.298669,-72.925992
"1456","ZWI",39.736667,-75.551667
"1457","ZWU",38.89746,-77.00643
"1458","ZYP",40.7505,-73.9935
